species_id,aou,english_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
1058,7150,Rock Wren,Passeriformes,Troglodytidae,Salpinctes,obsoletus,15,NA,m,guadeloupensis,"Guadalupe Is., Mexico",NA,NA,NA,NA,NA,NA,NA
1058,7150,Rock Wren,Passeriformes,Troglodytidae,Salpinctes,obsoletus,16.2,NA,m,tenuirostris,"San Benitos Is., Mexico",NA,NA,NA,NA,NA,NA,NA
1058,7150,Rock Wren,Passeriformes,Troglodytidae,Salpinctes,obsoletus,16.4,NA,f,guadeloupensis,"Guadalupe Is., Mexico",NA,NA,NA,NA,NA,NA,NA
1058,7150,Rock Wren,Passeriformes,Troglodytidae,Salpinctes,obsoletus,16.5,0.6,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1058,7150,Rock Wren,Passeriformes,Troglodytidae,Salpinctes,obsoletus,17.9,NA,f,tenuirostris,"San Benitos Is., Mexico",NA,NA,NA,NA,NA,NA,NA
1060,7170,Canyon Wren,Passeriformes,Troglodytidae,Catherpes,mexicanus,11.3,NA,NA,conspersus,NA,NA,NA,NA,NA,NA,NA,NA
1060,7170,Canyon Wren,Passeriformes,Troglodytidae,Catherpes,mexicanus,12.7,2.8,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA
1063,7210,House Wren,Passeriformes,Troglodytidae,Troglodytes,aedon,10.4,0.6,NA,cahooni,"Coahuila, Mexico",NA,NA,NA,NA,NA,NA,NA
1063,7210,House Wren,Passeriformes,Troglodytidae,Troglodytes,aedon,10.4,0.9,NA,NA,Chile,NA,NA,NA,NA,NA,NA,NA
1063,7210,House Wren,Passeriformes,Troglodytidae,Troglodytes,aedon,10.8,0.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1063,7210,House Wren,Passeriformes,Troglodytidae,Troglodytes,aedon,11.1,0.8,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1063,7210,House Wren,Passeriformes,Troglodytidae,Troglodytes,aedon,11.6,0.9,NA,NA,El Salvador,NA,NA,NA,NA,NA,NA,NA
1067,7221,Pacific Wren,Passeriformes,Troglodytidae,Troglodytes,pacificus,NA,NA,NA,NA,NA,NA,NA,1,Troglodytes,hiemalis,NA,Recently split from winter wren
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,8.9,0.2,NA,NA,"Pennsylvania, USA",1,Troglodytes troglodytes,NA,NA,NA,NA,NA
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,9.1,0.9,f,NA,"British Columbia, Canada",1,Troglodytes troglodytes,NA,NA,NA,NA,NA
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,9.3,1.1,NA,troglodytes,Germany,1,Troglodytes troglodytes troglodytes,NA,NA,NA,NA,NA
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,9.4,0.3,m,NA,"British Columbia, Canada",1,Troglodytes troglodytes,NA,NA,NA,NA,NA
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,9.9,NA,NA,NA,Great Britain,1,Troglodytes troglodytes,NA,NA,NA,NA,NA
1068,7222,Winter Wren,Passeriformes,Troglodytidae,Troglodytes,hiemalis,12.2,NA,NA,fridariensis,Fair Is.,1,Troglodytes troglodytes fridariensis,NA,NA,NA,NA,NA
1070,7240,Sedge Wren,Passeriformes,Troglodytidae,Cistothorus,platensis,7.7,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,7240,Sedge Wren,Passeriformes,Troglodytidae,Cistothorus,platensis,8.2,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,7240,Sedge Wren,Passeriformes,Troglodytidae,Cistothorus,platensis,9,0.7,NA,NA,Mexico; Central America,NA,NA,NA,NA,NA,NA,NA
1070,7240,Sedge Wren,Passeriformes,Troglodytidae,Cistothorus,platensis,11.8,NA,NA,hornensis,Tierra del Fuego,NA,NA,NA,NA,NA,NA,NA
1071,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus,palustris,9.4,1.1,f,NA,"Georgia, USA",NA,NA,NA,NA,NA,NA,NA
1071,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus,palustris,10.6,1,f,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1071,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus,palustris,10.6,0.7,m,NA,"Georgia, USA",NA,NA,NA,NA,NA,NA,NA
1071,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus,palustris,11.7,NA,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
1071,7250,Marsh Wren,Passeriformes,Troglodytidae,Cistothorus,palustris,11.9,0.7,m,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1072,7180,Carolina Wren,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,17.2,2.6,NA,NA,Eastern USA,NA,NA,NA,NA,NA,NA,NA
1072,7180,Carolina Wren,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,18.7,5.1,f,NA,"Alabama, USA",NA,NA,NA,NA,NA,NA,NA
1072,7180,Carolina Wren,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,21.2,1.3,m,NA,"Alabama, USA",NA,NA,NA,NA,NA,NA,NA
1073,7190,Bewick's Wren,Passeriformes,Troglodytidae,Thryomanes,bewickii,9.9,0.8,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1081,7130,Cactus Wren,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,38.9,NA,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1085,16600,Sinaloa Wren,Passeriformes,Troglodytidae,Thryophilus,sinaloa,15.1,1.4,NA,NA,"Jalisco, Mexico",1,Thyrothorus sinaloa,NA,NA,NA,NA,NA
1092,7510,Blue-gray Gnatcatcher,Passeriformes,Polioptilidae,Polioptila,caerulea,5.8,0.3,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1093,7530,California Gnatcatcher,Passeriformes,Polioptilidae,Polioptila,californica,5.5,NA,NA,NA,"Baja California Sur, Mexico",NA,NA,NA,NA,NA,NA,NA
1093,7530,California Gnatcatcher,Passeriformes,Polioptilidae,Polioptila,californica,5.9,0.3,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1093,7530,California Gnatcatcher,Passeriformes,Polioptilidae,Polioptila,californica,6.1,0.3,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1094,7520,Black-tailed Gnatcatcher,Passeriformes,Polioptilidae,Polioptila,melanura,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,7480,Golden-crowned Kinglet,Passeriformes,Regulidae,Regulus,satrapa,6.1,0.1,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1102,7480,Golden-crowned Kinglet,Passeriformes,Regulidae,Regulus,satrapa,6.3,0.1,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1103,7490,Ruby-crowned Kinglet,Passeriformes,Regulidae,Regulus,calendula,5.9,0.3,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1103,7490,Ruby-crowned Kinglet,Passeriformes,Regulidae,Regulus,calendula,6.5,0.3,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1110,7470,Arctic Warbler,Passeriformes,Phylloscopidae,Phylloscopus,borealis,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,7470,Arctic Warbler,Passeriformes,Phylloscopidae,Phylloscopus,borealis,11.2,0.8,NA,NA,Japan,NA,NA,NA,NA,NA,NA,NA
1113,7420,Wrentit,Passeriformes,Sylviidae,Chamaea,fasciata,14.2,1.1,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1113,7420,Wrentit,Passeriformes,Sylviidae,Chamaea,fasciata,15.3,1.1,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1124,7640,Bluethroat,Passeriformes,Muscicapidae,Cyanecula,svecica,15.6,1.2,f,pallidogularis,Siberia,1,Luscinia svecica pallidogularis,NA,NA,NA,NA,NA
1124,7640,Bluethroat,Passeriformes,Muscicapidae,Cyanecula,svecica,16.1,1.1,m,pallidogularis,Siberia,1,Luscinia svecica pallidogularis,NA,NA,NA,NA,NA
1124,7640,Bluethroat,Passeriformes,Muscicapidae,Cyanecula,svecica,18.2,NA,NA,svecica,Russia,1,Luscinia svecica svecica,NA,NA,NA,NA,NA
1124,7640,Bluethroat,Passeriformes,Muscicapidae,Cyanecula,svecica,19.3,NA,NA,svecica,"Alaska, USA",1,Luscinia svecica svecica,NA,NA,NA,NA,NA
1132,7650,Northern Wheatear,Passeriformes,Muscicapidae,Oenanthe,oenanthe,22.3,2.5,f,oneanthe,Italy,NA,NA,NA,NA,NA,NA,NA
1132,7650,Northern Wheatear,Passeriformes,Muscicapidae,Oenanthe,oenanthe,24,1.5,m,oneanthe,Italy,NA,NA,NA,NA,NA,NA,NA
1132,7650,Northern Wheatear,Passeriformes,Muscicapidae,Oenanthe,oenanthe,30.6,NA,NA,leucorhoa,Scotland,NA,NA,NA,NA,NA,NA,NA
1133,7660,Eastern Bluebird,Passeriformes,Turdidae,Sialia,sialis,27.5,3.3,NA,NA,Eastern USA,NA,NA,NA,NA,NA,NA,NA
1134,7670,Western Bluebird,Passeriformes,Turdidae,Sialia,mexicana,25.8,1.1,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1134,7670,Western Bluebird,Passeriformes,Turdidae,Sialia,mexicana,27.1,1.3,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1135,7680,Mountain Bluebird,Passeriformes,Turdidae,Sialia,currucoides,29.6,3,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
1136,7540,Townsend's Solitaire,Passeriformes,Turdidae,Myadestes,townsendi,33.2,2,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1144,7560,Veery,Passeriformes,Turdidae,Catharus,fuscescens,31.9,2.5,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1145,7570,Gray-cheeked Thrush,Passeriformes,Turdidae,Catharus,minimus,30.6,3.3,f,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1145,7570,Gray-cheeked Thrush,Passeriformes,Turdidae,Catharus,minimus,32.6,3.9,m,NA,"Illinois, USA",NA,NA,NA,NA,NA,NA,NA
1146,7571,Bicknell's Thrush,Passeriformes,Turdidae,Catharus,bicknelli,27.5,1.5,m,NA,"Vermont, USA",NA,NA,NA,NA,NA,NA,NA
1146,7571,Bicknell's Thrush,Passeriformes,Turdidae,Catharus,bicknelli,28.1,3.5,f,NA,"Vermont, USA",NA,NA,NA,NA,NA,NA,NA
1147,7580,Swainson's Thrush,Passeriformes,Turdidae,Catharus,ustulatus,30.3,1.8,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1148,7590,Hermit Thrush,Passeriformes,Turdidae,Catharus,guttatus,30.1,3.1,NA,NA,"Ontario, Canada",NA,NA,NA,NA,NA,NA,NA
1149,7550,Wood Thrush,Passeriformes,Turdidae,Hylocichla,mustelina,47.8,3.3,m,NA,"Delaware, USA",NA,NA,NA,NA,NA,NA,NA
1149,7550,Wood Thrush,Passeriformes,Turdidae,Hylocichla,mustelina,52.5,4.4,f,NA,"Delaware, USA",NA,NA,NA,NA,NA,NA,NA
1162,7610,American Robin,Passeriformes,Turdidae,Turdus,migratorius,78.5,7.4,NA,NA,Western USA,NA,NA,NA,NA,NA,NA,NA
1164,7630,Varied Thrush,Passeriformes,Turdidae,Ixoreus,naevius,73.1,4.9,m,meruloides,NA,NA,NA,NA,NA,NA,NA,NA
1164,7630,Varied Thrush,Passeriformes,Turdidae,Ixoreus,naevius,78.4,6.3,m,naevius,NA,NA,NA,NA,NA,NA,NA,NA
1164,7630,Varied Thrush,Passeriformes,Turdidae,Ixoreus,naevius,78.4,5.1,f,meruloides,NA,NA,NA,NA,NA,NA,NA,NA
1164,7630,Varied Thrush,Passeriformes,Turdidae,Ixoreus,naevius,80.3,6.1,f,naevius,NA,NA,NA,NA,NA,NA,NA,NA
1169,7040,Gray Catbird,Passeriformes,Mimidae,Dumetella,carolinensis,35.3,2.5,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1170,7070,Curve-billed Thrasher,Passeriformes,Mimidae,Toxostoma,curvirostre,75.8,4.4,f,palmeri,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1170,7070,Curve-billed Thrasher,Passeriformes,Mimidae,Toxostoma,curvirostre,80.9,5,m,palmeri,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1170,7070,Curve-billed Thrasher,Passeriformes,Mimidae,Toxostoma,curvirostre,85.2,6.1,NA,curvirostre,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1172,7050,Brown Thrasher,Passeriformes,Mimidae,Toxostoma,rufum,68.8,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1173,7060,Long-billed Thrasher,Passeriformes,Mimidae,Toxostoma,longirostre,67.6,5.5,NA,sennetti,"Texas, USA",NA,NA,NA,NA,NA,NA,NA
1175,7080,Bendire's Thrasher,Passeriformes,Mimidae,Toxostoma,bendirei,62.2,5.1,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1177,7100,California Thrasher,Passeriformes,Mimidae,Toxostoma,redivivum,84.4,3.9,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1178,7110,LeConte's Thrasher,Passeriformes,Mimidae,Toxostoma,lecontei,61.9,NA,NA,NA,Southwest USA; Mexico,NA,NA,NA,NA,NA,NA,NA
1179,7120,Crissal Thrasher,Passeriformes,Mimidae,Toxostoma,crissale,62.7,4.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1180,7020,Sage Thrasher,Passeriformes,Mimidae,Oreoscoptes,montanus,44.2,NA,NA,NA,"Washington, USA",NA,NA,NA,NA,NA,NA,NA
1181,7031,Bahama Mockingbird,Passeriformes,Mimidae,Mimus,gundlachii,66.8,8.8,NA,NA,Bahamas,NA,NA,NA,NA,NA,NA,NA
1184,7030,Northern Mockingbird,Passeriformes,Mimidae,Mimus,polyglottos,48.5,NA,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1185,4930,European Starling,Passeriformes,Sturnidae,Sturnus,vulgaris,62.1,NA,NA,indicus,NA,NA,NA,NA,NA,NA,NA,NA
1185,4930,European Starling,Passeriformes,Sturnidae,Sturnus,vulgaris,84.4,4.2,f,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1185,4930,European Starling,Passeriformes,Sturnidae,Sturnus,vulgaris,87.6,4.8,m,NA,"New York, USA",NA,NA,NA,NA,NA,NA,NA
1186,4932,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis,110,NA,NA,NA,South Africa,NA,NA,NA,NA,NA,NA,NA
1186,4932,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis,112,9.2,f,NA,Singapore,NA,NA,NA,NA,NA,NA,NA
1186,4932,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis,114,7.2,f,NA,Hawaiian Is.,NA,NA,NA,NA,NA,NA,NA
1186,4932,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis,120,9.1,m,NA,Singapore,NA,NA,NA,NA,NA,NA,NA
1186,4932,Common Myna,Passeriformes,Sturnidae,Acridotheres,tristis,127,9,m,NA,Hawaiian Is.,NA,NA,NA,NA,NA,NA,NA
1187,6180,Bohemian Waxwing,Passeriformes,Bombycillidae,Bombycilla,garrulus,52.5,NA,NA,NA,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
1187,6180,Bohemian Waxwing,Passeriformes,Bombycillidae,Bombycilla,garrulus,56.4,5.2,NA,NA,"Colorado, USA",NA,NA,NA,NA,NA,NA,NA
1188,6190,Cedar Waxwing,Passeriformes,Bombycillidae,Bombycilla,cedrorum,30.6,2.2,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1188,6190,Cedar Waxwing,Passeriformes,Bombycillidae,Bombycilla,cedrorum,32.6,2.3,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1191,6200,Phainopepla,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,22.1,NA,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1192,6510,Olive Warbler,Passeriformes,Peucedramidae,Peucedramus,taeniatus,11,0.6,NA,NA,"Coahuila, Mexico",NA,NA,NA,NA,NA,NA,NA
1198,6882,House Sparrow,Passeriformes,Passeridae,Passer,domesticus,24.3,NA,NA,indicus,"Transvaal, South Africa",NA,NA,NA,NA,NA,NA,NA
1198,6882,House Sparrow,Passeriformes,Passeridae,Passer,domesticus,27.4,2.2,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1198,6882,House Sparrow,Passeriformes,Passeridae,Passer,domesticus,28,1.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1199,6883,Eurasian Tree Sparrow,Passeriformes,Passeridae,Passer,montanus,20.8,NA,NA,NA,France,NA,NA,NA,NA,NA,NA,NA
1199,6883,Eurasian Tree Sparrow,Passeriformes,Passeridae,Passer,montanus,22,1.2,NA,NA,"Missouri, USA",NA,NA,NA,NA,NA,NA,NA
1200,6960,Eastern Yellow Wagtail,Passeriformes,Motacillidae,Motacilla,tschutschensis,13.9,NA,f,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
1200,6960,Eastern Yellow Wagtail,Passeriformes,Motacillidae,Motacilla,tschutschensis,14.9,NA,m,NA,Morocco,NA,NA,NA,NA,NA,NA,NA
1203,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla,alba,21,2.1,NA,alba,Sweden,NA,NA,NA,NA,NA,NA,NA
1203,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla,alba,23.3,1.7,NA,baicalensis,Mongolia,NA,NA,NA,NA,NA,NA,NA
1203,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla,alba,23.6,NA,NA,personata,Northern China; Mongolia,NA,NA,NA,NA,NA,NA,NA
1203,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla,alba,24.4,NA,NA,personata,Afghanistan,NA,NA,NA,NA,NA,NA,NA
1203,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla,alba,27.9,NA,NA,lugens,Russia,NA,NA,NA,NA,NA,NA,NA
1207,6990,Red-throated Pipit,Passeriformes,Motacillidae,Anthus,cervinus,20.9,NA,NA,NA,Ethiopia,NA,NA,NA,NA,NA,NA,NA
1208,6970,American Pipit,Passeriformes,Motacillidae,Anthus,rubescens,20,0.8,f,alticola,"Wyoming, USA",NA,NA,NA,NA,NA,NA,NA
1208,6970,American Pipit,Passeriformes,Motacillidae,Anthus,rubescens,20.1,NA,f,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
1208,6970,American Pipit,Passeriformes,Motacillidae,Anthus,rubescens,21.1,1.4,m,alticola,"Wyoming, USA",NA,NA,NA,NA,NA,NA,NA
1208,6970,American Pipit,Passeriformes,Motacillidae,Anthus,rubescens,21.6,NA,m,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
1209,7000,Sprague's Pipit,Passeriformes,Motacillidae,Anthus,spragueii,25.5,2.2,NA,NA,"Oklahoma & Texas, USA",NA,NA,NA,NA,NA,NA,NA
1219,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes,vespertinus,54.6,3.5,f,NA,"Utah, USA",NA,NA,NA,NA,NA,NA,NA
1219,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes,vespertinus,55.7,3.3,m,NA,"Utah, USA",NA,NA,NA,NA,NA,NA,NA
1219,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes,vespertinus,59,3.9,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1219,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes,vespertinus,60.1,3.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1222,5150,Pine Grosbeak,Passeriformes,Fringillidae,Pinicola,enucleator,56.4,3.2,NA,NA,"Saskatchewan, Canada",NA,NA,NA,NA,NA,NA,NA
1225,5240,Gray-crowned Rosy-Finch,Passeriformes,Fringillidae,Leucosticte,tephrocotis,24.6,1,NA,dawsoni,"California, USA",NA,NA,NA,NA,NA,NA,NA
1225,5240,Gray-crowned Rosy-Finch,Passeriformes,Fringillidae,Leucosticte,tephrocotis,45.3,2.7,m,griseonucha,"Aleutian Is., USA",NA,NA,NA,NA,NA,NA,NA
1225,5240,Gray-crowned Rosy-Finch,Passeriformes,Fringillidae,Leucosticte,tephrocotis,48.5,5.3,f,griseonucha,"Aleutian Is., USA",NA,NA,NA,NA,NA,NA,NA
1226,5250,Black Rosy-Finch,Passeriformes,Fringillidae,Leucosticte,atrata,25.1,1.7,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,5250,Black Rosy-Finch,Passeriformes,Fringillidae,Leucosticte,atrata,25.4,2.3,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,5190,House Finch,Passeriformes,Fringillidae,Haemorhous,mexicanus,21.4,1.3,NA,NA,"California, USA",1,Carpodacus mexicanus,NA,NA,NA,NA,NA
1229,5170,Purple Finch,Passeriformes,Fringillidae,Haemorhous,purpureus,23.3,NA,NA,NA,"Pennsylvania, USA",1,Carpodacus purpureus,NA,NA,NA,NA,NA
1230,5180,Cassin's Finch,Passeriformes,Fringillidae,Haemorhous,cassinii,26.5,2.4,NA,NA,"Arizona, USA",1,Carpodacus cassinii,NA,NA,NA,NA,NA
1234,5280,Common Redpoll,Passeriformes,Fringillidae,Acanthis,flammea,13,NA,NA,NA,"Alaska, USA",1,Carduelis flammea,NA,NA,NA,NA,NA
1235,5270,Hoary Redpoll,Passeriformes,Fringillidae,Acanthis,hornemanni,12.7,NA,NA,exilipes,"Alaska, USA",1,Carduelis hornemanni exilipes,NA,NA,NA,NA,NA
1235,5270,Hoary Redpoll,Passeriformes,Fringillidae,Acanthis,hornemanni,18.2,NA,NA,hornemanni,"Ellesmere Is., Canada",1,Carduelis hornemanni hornemanni,NA,NA,NA,NA,NA
1237,5210,Red Crossbill,Passeriformes,Fringillidae,Loxia,curvirostra,36.4,3.7,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1237,5210,Red Crossbill,Passeriformes,Fringillidae,Loxia,curvirostra,38,NA,NA,japonica,"Hopei, China",NA,NA,NA,NA,NA,NA,NA
1237,5210,Red Crossbill,Passeriformes,Fringillidae,Loxia,curvirostra,40.6,NA,NA,NA,Great Britain,NA,NA,NA,NA,NA,NA,NA
1240,5220,White-winged Crossbill,Passeriformes,Fringillidae,Loxia,leucoptera,24.4,1.5,f,leucoptera,Canada,NA,NA,NA,NA,NA,NA,NA
1240,5220,White-winged Crossbill,Passeriformes,Fringillidae,Loxia,leucoptera,26,1.3,m,leucoptera,Canada,NA,NA,NA,NA,NA,NA,NA
1240,5220,White-winged Crossbill,Passeriformes,Fringillidae,Loxia,leucoptera,30.7,NA,m,bifasciata,NA,NA,NA,NA,NA,NA,NA,NA
1240,5220,White-winged Crossbill,Passeriformes,Fringillidae,Loxia,leucoptera,34.8,NA,f,bifasciata,NA,NA,NA,NA,NA,NA,NA,NA
1242,5261,European Goldfinch,Passeriformes,Fringillidae,Carduelis,carduelis,16,NA,NA,NA,Western Europe,NA,NA,NA,NA,NA,NA,NA
1244,5330,Pine Siskin,Passeriformes,Fringillidae,Spinus,pinus,12.7,NA,NA,NA,"Pennsylvania, USA",1,Carduelis pinus,NA,NA,NA,NA,NA
1247,5300,Lesser Goldfinch,Passeriformes,Fringillidae,Spinus,psaltria,8.1,NA,NA,witti,"Tres Marias Is., Mexico",1,Carduelis psaltria witti,NA,NA,NA,NA,NA
1247,5300,Lesser Goldfinch,Passeriformes,Fringillidae,Spinus,psaltria,9.5,NA,NA,NA,"California, USA",1,Carduelis psaltria,NA,NA,NA,NA,NA
1248,5310,Lawrence's Goldfinch,Passeriformes,Fringillidae,Spinus,lawrencei,10.6,0.8,m,NA,"California, USA",1,Carduelis lawrencei,NA,NA,NA,NA,NA
1248,5310,Lawrence's Goldfinch,Passeriformes,Fringillidae,Spinus,lawrencei,11.3,1,f,NA,"California, USA",1,Carduelis lawrencei,NA,NA,NA,NA,NA
1249,5290,American Goldfinch,Passeriformes,Fringillidae,Spinus,tristis,12.5,0.7,f,NA,"Pennsylvania, USA",1,Carduelis tristis,NA,NA,NA,NA,NA
1249,5290,American Goldfinch,Passeriformes,Fringillidae,Spinus,tristis,13.1,0.9,m,NA,"Pennsylvania, USA",1,Carduelis tristis,NA,NA,NA,NA,NA
1250,5360,Lapland Longspur,Passeriformes,Calcariidae,Calcarius,lapponicus,27.4,1.5,m,NA,"Nunavut, Canada",NA,NA,NA,NA,NA,NA,NA
1250,5360,Lapland Longspur,Passeriformes,Calcariidae,Calcarius,lapponicus,28.3,2.9,f,NA,"Nunavut, Canada",NA,NA,NA,NA,NA,NA,NA
1251,5380,Chestnut-collared Longspur,Passeriformes,Calcariidae,Calcarius,ornatus,20.3,NA,NA,NA,"Saskatchewan, Canada",NA,NA,NA,NA,NA,NA,NA
1252,5370,Smith's Longspur,Passeriformes,Calcariidae,Calcarius,pictus,25.3,NA,f,NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA
1252,5370,Smith's Longspur,Passeriformes,Calcariidae,Calcarius,pictus,28.1,NA,m,NA,"Manitoba, Canada",NA,NA,NA,NA,NA,NA,NA
1253,5390,McCown's Longspur,Passeriformes,Calcariidae,Rhynchophanes,mccownii,24.7,NA,f,NA,"Saskatchewan, Canada",1,Calcarius mccownii,NA,NA,NA,NA,NA
1253,5390,McCown's Longspur,Passeriformes,Calcariidae,Rhynchophanes,mccownii,26.7,NA,m,NA,"Saskatchewan, Canada",1,Calcarius mccownii,NA,NA,NA,NA,NA
1254,5340,Snow Bunting,Passeriformes,Calcariidae,Plectrophenax,nivalis,42.2,5.5,NA,NA,"Alaska, USA",NA,NA,NA,NA,NA,NA,NA
1269,5860,Olive Sparrow,Passeriformes,Passerellidae,Arremonops,rufivirgatus,21.7,2.6,f,NA,"South Texas, USA",NA,NA,NA,NA,NA,NA,NA
1269,5860,Olive Sparrow,Passeriformes,Passerellidae,Arremonops,rufivirgatus,23.2,2.8,m,NA,"South Texas, USA",NA,NA,NA,NA,NA,NA,NA
1274,5900,Green-tailed Towhee,Passeriformes,Passerellidae,Pipilo,chlorurus,29.4,3.3,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1275,5880,Spotted Towhee,Passeriformes,Passerellidae,Pipilo,maculatus,38,2.2,f,falcifer,"California, USA",NA,NA,NA,NA,NA,NA,NA
1275,5880,Spotted Towhee,Passeriformes,Passerellidae,Pipilo,maculatus,39,3.6,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1275,5880,Spotted Towhee,Passeriformes,Passerellidae,Pipilo,maculatus,40.9,2.1,m,falcifer,"California, USA",NA,NA,NA,NA,NA,NA,NA
1276,5870,Eastern Towhee,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,38.8,2.3,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
